Ensembl Gene ID	Chromosome	Gene Start 	Gene End 	Strand	Gene Name
ENSG00000251300	4	143045086	143045878	1	RP11-54P19.1
ENSG00000170185	4	143184917	143223830	1	USP38
ENSG00000250969	4	143286293	143329858	1	RP11-364L4.3
ENSG00000200049	4	143309466	143309566	1	Y_RNA
ENSG00000109458	4	143336762	143474568	1	GAB1
ENSG00000265623	4	143343460	143343535	1	MIR3139
ENSG00000228981	4	143349275	143350117	-1	RP11-364L4.1
ENSG00000243175	4	143424753	143426013	1	RP11-58H15.1
ENSG00000250540	4	143497412	143498126	-1	RP11-58H15.3
ENSG00000153147	4	143513463	143557486	1	SMARCA5
ENSG00000245112	4	143513472	143514635	-1	SMARCA5-AS1
ENSG00000248924	4	143555082	143555583	-1	RP11-481K16.2
ENSG00000236296	4	143559472	143649305	1	GUSBP5
ENSG00000183090	4	143577302	143700675	-1	FREM3
ENSG00000246448	4	143700257	143865072	1	RP13-578N3.3
ENSG00000250345	4	143760399	143762093	-1	RP11-780M14.1
ENSG00000197465	4	143870867	143905563	-1	GYPE
ENSG00000249741	4	143911514	143912053	-1	RP11-673E1.3
ENSG00000251600	4	143912331	143982454	1	RP11-673E1.1
ENSG00000248828	4	143953635	144126359	1	RP11-673E1.4
ENSG00000250361	4	143996104	144019345	-1	GYPB
ENSG00000170180	4	144109303	144140751	-1	GYPA
ENSG00000261129	4	144505900	144509001	1	RP11-361D14.2
ENSG00000250504	4	144572238	144572983	1	KRT18P51
ENSG00000248890	4	144642922	144661357	-1	HHIP-AS1
ENSG00000164161	4	144646021	144745271	1	HHIP
ENSG00000273621	4	144739762	144739941	-1	uc_338
ENSG00000249193	4	144845625	144847344	1	HSPD1P5
ENSG00000250406	4	144851572	144874787	1	RP13-539F13.3
ENSG00000251452	4	144920713	144921164	-1	RP13-539F13.2
ENSG00000164162	4	144967112	145098541	-1	ANAPC10
ENSG00000222594	4	145035132	145035436	1	RN7SKP235
ENSG00000164163	4	145097932	145129179	1	ABCE1
ENSG00000164164	4	145110838	145180161	-1	OTUD4
ENSG00000238713	4	145149537	145149649	-1	Y_RNA
ENSG00000240992	4	145269810	145270558	-1	RPS23P4
ENSG00000272727	4	145335263	145340421	-1	RP11-142A22.4
ENSG00000251333	4	145375543	145376253	1	RTN3P1
ENSG00000278943	4	145376909	145377957	1	RP11-142A22.3
ENSG00000248745	4	145456005	145456844	1	NMNAT1P4
ENSG00000170365	4	145481194	145558079	1	SMAD1
ENSG00000250582	4	145497073	145502971	-1	SMAD1-AS2
ENSG00000250902	4	145514615	145517118	-1	SMAD1-AS1
ENSG00000248686	4	145599109	145600552	1	RP11-557J10.5
ENSG00000151611	4	145618263	145660035	1	MMAA
ENSG00000249245	4	145624159	145626035	-1	RP11-557J10.3
ENSG00000248356	4	145642336	145650624	-1	RP11-557J10.4
ENSG00000237136	4	145680204	145771032	1	C4orf51
ENSG00000151612	4	145757627	145938635	-1	ZNF827
ENSG00000279481	4	145830456	145832980	-1	RP11-181K12.1
ENSG00000251687	4	145833118	145839580	1	RP11-181K12.2
ENSG00000201314	4	145958128	145958240	-1	Y_RNA
ENSG00000260303	4	146052604	146056762	-1	RP11-203B7.2
ENSG00000251024	4	146077846	146108157	-1	RP11-203B7.1
ENSG00000248809	4	146109455	146121913	-1	LINC01095
ENSG00000216055	4	146122204	146122284	-1	AC097372.1
ENSG00000164167	4	146175685	146200000	1	LSM6
ENSG00000279845	4	146180851	146181316	1	RP11-6L6.4
ENSG00000250673	4	146224557	146229056	1	RP11-6L6.2
ENSG00000280250	4	146231892	146232267	1	RP11-6L6.6
ENSG00000251010	4	146241806	146243669	1	RP11-6L6.7
ENSG00000120519	4	146253975	146521964	-1	SLC10A7
ENSG00000278438	4	146408583	146408688	1	MIR7849
ENSG00000207182	4	146580048	146580210	1	RNU1-44P
ENSG00000151615	4	146638893	146642474	1	POU4F2
ENSG00000264323	4	146639261	146639343	1	AC093887.1
ENSG00000137473	4	146706638	146945882	-1	TTC29
ENSG00000248764	4	146934001	146945471	1	RP11-292D4.2
ENSG00000248346	4	146957438	146975457	1	RP11-292D4.1
ENSG00000260090	4	147005492	147009145	1	RP11-292D4.3
ENSG00000279376	4	147025914	147030072	1	RP11-292D4.4
ENSG00000221369	4	147344629	147344717	-1	MIR548G
ENSG00000241281	4	147425974	147426351	-1	RP11-364M6.1
ENSG00000249004	4	147458724	147459321	-1	PRMT5P1
ENSG00000151617	4	147480917	147544954	1	EDNRA
ENSG00000280219	4	147487971	147496062	1	RP11-752L20.3
ENSG00000251254	4	147506091	147506765	1	GTF2F2P1
ENSG00000251688	4	147567606	147594587	1	RP11-752L20.5
ENSG00000251298	4	147609552	147617245	-1	RP11-425A23.1
ENSG00000164168	4	147617383	147672044	1	TMEM184C
ENSG00000164169	4	147637785	147684230	-1	PRMT9
ENSG00000071205	4	147732063	148072780	1	ARHGAP10
ENSG00000252951	4	147745303	147745417	-1	RNA5SP165
ENSG00000264274	4	147782595	147782668	1	MIR4799
ENSG00000240014	4	147808926	147809209	1	RN7SL254P
ENSG00000270387	4	147916529	147917386	-1	RP11-315D13.1
ENSG00000151623	4	148078762	148444698	-1	NR3C2
ENSG00000250354	4	148146471	148208880	1	RP11-76G10.1
ENSG00000251418	4	148526493	148527139	-1	RP11-655B23.1
ENSG00000201846	4	148557947	148558048	1	RNA5SP166
ENSG00000250357	4	148693032	148694323	1	RP11-503L19.1
ENSG00000225176	4	148703526	148703832	-1	ATP5LP4
ENSG00000279016	4	148819351	148819956	-1	RP11-360A10.1
ENSG00000249317	4	148940941	148942378	-1	CTB-191D16.1
ENSG00000239168	4	148991572	148991633	-1	RNU7-197P
ENSG00000249752	4	149027445	149062522	-1	RP11-563M4.1
ENSG00000250252	4	149147802	149149780	-1	RP11-342A1.1
ENSG00000248210	4	149154295	149278123	1	RP11-24I21.1
ENSG00000234828	4	149352017	149896233	-1	RP11-526A4.1
ENSG00000250905	4	149666057	149711149	1	RP11-707F2.1
ENSG00000251482	4	149789952	149790303	1	AKIRIN2P1
ENSG00000202331	4	149907560	149907675	1	RNA5SP167
ENSG00000207121	4	149934376	149934483	1	RNU6-1230P
ENSG00000250704	4	149956208	149958572	1	RP11-423J7.1
ENSG00000170390	4	150078274	150257457	1	DCLK2
ENSG00000238721	4	150209706	150209768	1	RNU7-194P
ENSG00000198589	4	150264531	151015727	-1	LRBA
ENSG00000248521	4	150422645	150423642	-1	RP11-174F8.1
ENSG00000249690	4	150579089	150581545	1	RP11-1336O20.2
ENSG00000181541	4	150581922	150584693	1	MAB21L2
ENSG00000221235	4	150639756	150639866	-1	AC110813.1
ENSG00000183432	4	150720981	150721478	1	ZBTB8OSP1
ENSG00000252451	4	150970671	150970782	-1	RNA5SP168
ENSG00000235606	4	151027090	151027617	1	AK4P6
ENSG00000145425	4	151099573	151104652	1	RPS3A
ENSG00000201264	4	151102057	151102128	1	SNORD73
ENSG00000109686	4	151102751	151325632	-1	SH3D19
ENSG00000208797	4	151103827	151103891	1	SNORD73A
ENSG00000270681	4	151139991	151141103	1	RP11-372K14.2
ENSG00000249012	4	151259503	151262849	1	RP11-731D1.1
ENSG00000189099	4	151277171	151291453	1	PRSS48
ENSG00000250350	4	151279030	151279192	-1	RP11-731D1.3
ENSG00000252544	4	151300518	151300613	1	RNU6-1282P
ENSG00000270265	4	151333775	151353224	-1	RP11-731D1.4
ENSG00000251611	4	151407551	151408835	-1	RP11-610P16.1
ENSG00000164142	4	151409216	151663632	1	FAM160A1
ENSG00000278056	4	151565710	151565810	-1	AC097455.1
ENSG00000253019	4	151576766	151576916	1	RN7SKP35
ENSG00000251603	4	151667224	151670502	1	RP11-164P12.4
ENSG00000278978	4	151669786	151670503	1	RP11-164P12.5
ENSG00000059691	4	151670504	151761023	-1	GATB
ENSG00000251455	4	151674483	151677893	1	RP11-164P12.3
ENSG00000249184	4	151799500	151801348	1	RP11-424M21.1
ENSG00000249708	4	151887543	151891263	-1	RP11-503L23.1
ENSG00000249818	4	151904932	151928648	-1	RP11-73G16.3
ENSG00000248991	4	151919468	151943933	1	RP11-73G16.2
ENSG00000251249	4	151955991	151969381	1	RP11-73G16.1
ENSG00000253077	4	151971497	151971613	-1	RNA5SP169
ENSG00000245954	4	152100754	152104720	1	RP11-18H21.1
ENSG00000250706	4	152146385	152178573	-1	RP11-18H21.2
ENSG00000251377	4	152207421	152225870	-1	RP11-18H21.3
ENSG00000266244	4	152228468	152228534	1	AC079340.1
ENSG00000244544	4	152264150	152264445	-1	RN7SL446P
ENSG00000270302	4	152308283	152309983	-1	RP11-461L13.4
ENSG00000270883	4	152317902	152318364	-1	RP11-461L13.5
ENSG00000270750	4	152320544	152321044	-1	RP11-461L13.3
ENSG00000109670	4	152321259	152536101	-1	FBXW7
ENSG00000270751	4	152337655	152338098	1	DEAR
ENSG00000264678	4	152489327	152489416	-1	MIR3140
ENSG00000268471	4	152536264	152539263	1	MIR4453
ENSG00000277685	4	152536428	152536516	1	MIR4453
ENSG00000243417	4	152551277	152552364	-1	RP11-555K12.1
ENSG00000240669	4	152613875	152614333	-1	RP11-555K12.2
ENSG00000170006	4	152618632	152680165	-1	TMEM154
ENSG00000248571	4	152666368	152670107	1	RP11-768B22.2
ENSG00000164144	4	152687727	152918463	1	ARFIP1
ENSG00000169989	4	152769354	152779764	-1	TIGD4
ENSG00000250980	4	152796063	152796831	-1	RP11-529H22.1
ENSG00000252375	4	152900966	152901079	1	AC099339.1
ENSG00000231841	4	152927446	152928207	1	RP11-206F17.2
ENSG00000137460	4	152936352	152979696	1	FHDC1
ENSG00000249022	4	153034211	153091165	1	RP11-285C1.2
ENSG00000109654	4	153152342	153339320	1	TRIM2
ENSG00000252030	4	153265662	153265755	-1	RNU6-1196P
ENSG00000201786	4	153266909	153267010	-1	Y_RNA
ENSG00000213406	4	153307792	153308717	-1	ANXA2P1
ENSG00000121211	4	153344649	153415118	1	MND1
ENSG00000263596	4	153360533	153360654	1	AC013477.1
ENSG00000243883	4	153381729	153382015	-1	RN7SL419P
ENSG00000121210	4	153466346	153636711	1	KIAA0922
ENSG00000250771	4	153640168	153681180	1	RP11-153M7.3
ENSG00000248208	4	153658572	153659653	1	RP11-153M7.1
ENSG00000137462	4	153701500	153705699	1	TLR2
ENSG00000145428	4	153710125	153760235	-1	RNF175
ENSG00000249309	4	153720327	153727722	1	RP11-153M7.5
ENSG00000221657	4	153741852	153741939	-1	AC020703.1
ENSG00000145423	4	153780592	153789120	-1	SFRP2
ENSG00000252181	4	153873367	153873451	-1	AC020703.2
ENSG00000280241	4	154142122	154298819	1	RP11-290O12.2
ENSG00000264137	4	154218909	154218993	1	AC079298.1
ENSG00000197410	4	154232037	154491716	-1	DCHS2
ENSG00000278981	4	154235980	154237598	1	RP11-9N12.2
ENSG00000280005	4	154261735	154262193	1	RP11-9N12.3
ENSG00000249200	4	154373886	154374347	1	RP11-290O12.1
ENSG00000250609	4	154523487	154524807	1	RP11-158C21.2
ENSG00000171566	4	154535006	154550435	-1	PLRG1
ENSG00000200350	4	154543933	154544037	-1	RNU6-1285P
ENSG00000248611	4	154555208	154555985	1	RP11-158C21.3
ENSG00000171564	4	154562956	154571086	1	FGB
ENSG00000171560	4	154583126	154590766	-1	FGA
ENSG00000171557	4	154604134	154612967	-1	FGG
ENSG00000121207	4	154626945	154753118	1	LRAT
ENSG00000249074	4	154724586	154724880	1	RP11-21G20.1
ENSG00000249041	4	154754756	154781873	-1	RP11-21G20.3
ENSG00000249692	4	154770568	154770916	1	RP11-21G20.4
ENSG00000151962	4	154781213	154828813	1	RBM46
ENSG00000222582	4	154787118	154787278	1	RNU2-66P
ENSG00000252604	4	154790291	154790484	1	RNU2-44P
ENSG00000250538	4	155206529	155209027	-1	RP11-92A5.2
ENSG00000185149	4	155208629	155217078	1	NPY2R
ENSG00000250910	4	155276689	155381346	1	AC097467.2
ENSG00000249924	4	155286162	155287136	-1	RP11-27G13.1
ENSG00000164114	4	155342658	155376970	-1	MAP9
ENSG00000250205	4	155381042	155381239	-1	YWHAEP4
ENSG00000250398	4	155383107	155384102	-1	RP11-27G13.4
ENSG00000271606	4	155385352	155385492	1	RP11-27G13.5
ENSG00000249247	4	155451617	155452405	-1	RP11-627H22.9
ENSG00000249770	4	155452526	155453044	1	MTND6P17
ENSG00000248748	4	155453049	155454803	-1	MTND5P9
ENSG00000248548	4	155455050	155456411	-1	MTND4P8
ENSG00000249127	4	155456638	155456981	-1	MTND3P3
ENSG00000249698	4	155457180	155457960	-1	RP11-627H22.8
ENSG00000248420	4	155457961	155458640	-1	MTATP6P9
ENSG00000249386	4	155458870	155459563	-1	RP11-627H22.6
ENSG00000251223	4	155459704	155461237	-1	RP11-627H22.5
ENSG00000248907	4	155461633	155462663	-1	MTND2P33
ENSG00000251407	4	155462873	155463823	-1	MTND1P22
ENSG00000251244	4	155515727	155517459	1	RP13-487K5.1
ENSG00000164116	4	155666711	155732349	1	GUCY1A3
ENSG00000260244	4	155734448	155737062	1	RP11-588K22.2
ENSG00000061918	4	155758992	155807591	1	GUCY1B3
ENSG00000256394	4	155829729	155866273	-1	ASIC5
ENSG00000151790	4	155854738	155920406	1	TDO2
ENSG00000256043	4	155924118	155953917	-1	CTSO
ENSG00000249013	4	156006478	156006988	1	FTH1P21
ENSG00000221189	4	156296561	156296646	-1	AC108211.1
ENSG00000251511	4	156585979	156590039	1	RP11-171N4.1
ENSG00000251283	4	156634494	156642454	-1	RP11-171N4.2
ENSG00000249479	4	156642580	156643569	1	RP11-171N4.3
ENSG00000248912	4	156686664	156692636	1	RP11-171N4.4
ENSG00000145431	4	156760454	156971394	-1	PDGFC
ENSG00000248629	4	156841359	156842236	1	RP11-154F14.2
ENSG00000280284	4	156876435	156876820	1	RP11-154F14.3
ENSG00000278880	4	156886645	156886862	1	RP11-612J15.1
ENSG00000250622	4	156972631	156972956	1	RP11-612J15.3
ENSG00000252350	4	156986372	156986693	-1	RPPH1-3P
ENSG00000252524	4	157064557	157064663	1	Y_RNA
ENSG00000109738	4	157076057	157172090	1	GLRB
ENSG00000199859	4	157201562	157201668	-1	RNU6-582P
ENSG00000120251	4	157204182	157366075	1	GRIA2
ENSG00000249819	4	157204462	157204855	-1	RP11-392C20.1
ENSG00000263738	4	157360144	157360198	1	AC079233.1
ENSG00000234111	4	157572490	157576154	1	RP11-364P22.1
ENSG00000221618	4	157588148	157588235	-1	AC093817.1
ENSG00000249275	4	157637687	157667044	1	RP11-364P22.2
ENSG00000200521	4	157768013	157768113	-1	Y_RNA
ENSG00000249627	4	157815010	157815480	1	RP11-312A15.1
ENSG00000279703	4	157818101	157818572	-1	RP11-364P22.3
ENSG00000279994	4	157945817	157946642	-1	RP11-312A15.2
ENSG00000250475	4	157968412	157969615	-1	RP11-312A15.3
ENSG00000279139	4	158109500	158110153	-1	RP11-597D13.1
ENSG00000280140	4	158111361	158111931	-1	RP11-597D13.2
ENSG00000164125	4	158124474	158173318	-1	FAM198B
ENSG00000248429	4	158170752	158202877	1	RP11-597D13.9
ENSG00000251073	4	158182825	158183393	1	NUDT19P5
ENSG00000250604	4	158199105	158200442	-1	RP11-597D13.8
ENSG00000164124	4	158201604	158255411	1	TMEM144
ENSG00000251429	4	158270378	158278676	1	RP11-597D13.7
ENSG00000171509	4	158315311	158653372	1	RXFP1
ENSG00000199634	4	158395394	158395534	1	RNU4-79P
ENSG00000248387	4	158469586	158470702	1	RP11-781M16.1
ENSG00000249901	4	158490766	158509908	-1	RP11-781M16.2
ENSG00000205208	4	158666679	158672255	-1	C4orf46
ENSG00000171503	4	158672125	158709623	1	ETFDH
ENSG00000271817	4	158700691	158700909	1	U3
ENSG00000171497	4	158709134	158723396	-1	PPID
ENSG00000052795	4	158769138	158908049	1	FNIP2
ENSG00000206703	4	158794590	158794696	-1	RNU6-128P
ENSG00000164123	4	158893134	159038760	-1	C4orf45
ENSG00000274535	4	158909373	158909450	-1	SNORD39
ENSG00000221314	4	159000146	159000290	-1	AC093700.1
ENSG00000248988	4	159007119	159007835	1	RP11-815N9.2
ENSG00000249367	4	159026139	159026527	1	FABP5P12
ENSG00000206978	4	159064297	159064398	-1	Y_RNA
ENSG00000109756	4	159104178	159360169	1	RAPGEF2
ENSG00000266377	4	159123633	159123684	-1	AC095064.1
ENSG00000264105	4	159128802	159128894	-1	MIR3688-1
ENSG00000248552	4	159375099	159375322	-1	RP11-138A23.1
ENSG00000250180	4	159398533	159401246	1	RP11-138A23.2
ENSG00000250488	4	159666503	159777784	-1	RP11-6C14.1
ENSG00000274246	4	159722801	159722885	-1	AC097466.1
ENSG00000250997	4	160521829	160522311	-1	RP11-502M1.1
ENSG00000249425	4	160539254	160586817	1	RP11-502M1.2
ENSG00000242635	4	160818422	160818869	1	RPS14P7
ENSG00000221362	4	161003877	161003958	-1	AC106860.1
ENSG00000249568	4	161378953	161388417	1	RP11-234O6.2
ENSG00000168843	4	161383897	162164035	-1	FSTL5
ENSG00000249419	4	162022733	162047567	1	RP11-497K21.1
ENSG00000251253	4	162322188	162323907	1	MTHFD2P4
ENSG00000248396	4	162521682	162522041	1	TOMM22P4
ENSG00000274761	4	162709588	162709655	-1	AC005150.3
ENSG00000248431	4	162740668	162742048	1	AC005150.1
ENSG00000273556	4	162742591	162742677	-1	AC005150.2
ENSG00000276106	4	162979724	162979775	-1	AC084752.1
ENSG00000251123	4	162984795	162985416	1	RP11-580J4.1
ENSG00000250027	4	163108785	163119965	1	RP11-563E2.2
ENSG00000145414	4	163110073	163166921	-1	NAF1
ENSG00000250547	4	163265575	163266583	-1	RP11-719L21.1
ENSG00000164128	4	163323961	163344832	-1	NPY1R
ENSG00000164129	4	163343939	163351934	1	NPY5R
ENSG00000227283	4	163382179	163382516	1	RPL35AP12
ENSG00000151005	4	163471093	163473746	-1	TKTL2
ENSG00000198498	4	163494442	163520539	1	TMA16
ENSG00000264535	4	163523292	163523386	1	AC093788.1
ENSG00000145416	4	163524298	164384050	-1	1-Mar
ENSG00000273449	4	163529771	163530697	1	RP11-218F10.3
ENSG00000253001	4	163828800	163829113	-1	RN7SKP105
ENSG00000177803	4	163932526	163933182	1	RP11-606P2.1
ENSG00000250746	4	164188311	164190367	1	RP11-39C10.1
ENSG00000248546	4	164197007	164197711	-1	ANP32C
ENSG00000251162	4	164597719	164597976	1	RP11-75A5.1
ENSG00000223037	4	164620732	164620837	1	RNU6-284P
ENSG00000248162	4	164725310	164726706	1	RP11-294O2.1
ENSG00000248771	4	164754064	164803795	1	LINC01207
ENSG00000201050	4	164787290	164787396	1	RNU6-668P
ENSG00000248329	4	164877004	164898965	1	APELA
ENSG00000250227	4	164915565	164916983	1	TRIM60P14
ENSG00000244146	4	164920618	164921063	-1	RP11-366M4.2
ENSG00000221891	4	164929494	164929951	-1	FAM218BP
ENSG00000270960	4	164933086	164933506	-1	RP11-366M4.18
ENSG00000248645	4	164938322	164939990	-1	RP11-366M4.6
ENSG00000121089	4	164943290	164943937	1	NACA3P
ENSG00000236941	4	164948079	164949438	1	RP11-366M4.8
ENSG00000183439	4	164954446	164977668	-1	TRIM61
ENSG00000250486	4	164956948	164959122	1	FAM218A
ENSG00000248632	4	164968587	164970002	-1	RP11-366M4.11
ENSG00000248229	4	164987265	164987787	1	RP11-366M4.12
ENSG00000250887	4	165007086	165007959	-1	RP11-366M4.13
ENSG00000250712	4	165010459	165011851	1	RP11-366M4.14
ENSG00000240674	4	165012366	165012845	-1	RP11-366M4.1
ENSG00000276623	4	165016887	165017433	1	RP11-366M4.19
ENSG00000250430	4	165026261	165026944	-1	RP11-366M4.15
ENSG00000176979	4	165031953	165041744	1	TRIM60
ENSG00000249617	4	165045969	165046280	1	RP11-366M4.17
ENSG00000250374	4	165059148	165060554	1	TRIM75P
ENSG00000170088	4	165070608	165208549	-1	TMEM192
ENSG00000109466	4	165207618	165323156	1	KLHL2
ENSG00000200974	4	165252580	165252661	1	RNU4-87P
ENSG00000229894	4	165277984	165279645	-1	RP11-668G10.2
ENSG00000052802	4	165327623	165343160	1	MSMO1
ENSG00000109472	4	165361194	165498320	1	CPE
ENSG00000207559	4	165386242	165386337	1	MIR578
ENSG00000251596	4	165404067	165406350	-1	HADHAP1
ENSG00000248287	4	165517255	165517501	-1	SCGB1D5P
ENSG00000248327	4	165547532	165551060	-1	NOL8P1
ENSG00000250725	4	165664350	165665671	1	RP11-511B7.1
ENSG00000249500	4	165684639	165762778	1	LINC01179
ENSG00000038295	4	165873258	166103895	1	TLL1
ENSG00000252959	4	166053187	166053287	-1	RNA5SP170
ENSG00000266254	4	166227765	166227832	1	AC093874.1
ENSG00000206711	4	166312935	166313034	-1	Y_RNA
ENSG00000249675	4	166388701	166526119	-1	RP11-217C7.1
ENSG00000196104	4	166733384	167234796	-1	SPOCK3
ENSG00000212373	4	166918364	166918478	-1	RNA5SP171
ENSG00000275159	4	166981301	166981386	-1	AC010103.1
ENSG00000250150	4	167306910	167308789	-1	RP11-436A7.1
ENSG00000240772	4	167400495	167400762	-1	RN7SL776P
ENSG00000248913	4	167648430	167648796	1	PHBP14
ENSG00000222721	4	167662986	167663302	1	RN7SKP188
ENSG00000270336	4	167741879	167742287	-1	RP11-521F1.1
ENSG00000248601	4	167946674	168113331	-1	RP11-310I9.1
ENSG00000109511	4	168092515	168187690	1	ANXA10
ENSG00000137628	4	168216293	168318807	-1	DDX60
ENSG00000181381	4	168356735	168537786	-1	DDX60L
ENSG00000207171	4	168471409	168471539	1	SNORA51
ENSG00000129116	4	168497066	168928457	1	PALLD
ENSG00000229226	4	168598240	168598757	-1	BTF3L4P4
ENSG00000249623	4	168647896	168648587	-1	RP11-610J23.1
ENSG00000206613	4	168686608	168686716	-1	RNU6-1336P
ENSG00000214676	4	168755816	168756382	1	RPL9P16
ENSG00000249609	4	168828919	168832937	-1	RP11-635L1.3
ENSG00000279384	4	168843988	168844735	1	RP11-635L1.2
ENSG00000145439	4	168863770	169010275	-1	CBR4
ENSG00000201176	4	168885355	168885461	1	RNU6-853P
ENSG00000201818	4	169005249	169005344	1	RNY4P17
ENSG00000251445	4	169010430	169010939	1	RP11-483A20.3
ENSG00000154447	4	169094256	169271105	-1	SH3RF1
ENSG00000214671	4	169166272	169167117	1	RPL6P12
ENSG00000251171	4	169201794	169220349	1	RP11-327O17.2
ENSG00000137601	4	169393275	169612629	-1	NEK1
ENSG00000109572	4	169612633	169723673	1	CLCN3
ENSG00000056050	4	169729465	169757953	-1	C4orf27
ENSG00000264713	4	169785194	169785280	-1	AC106878.1
ENSG00000229204	4	169791221	169791702	-1	PTGES3P3
ENSG00000248625	4	169832653	169833363	1	RP11-205M3.1
ENSG00000248319	4	169917761	169975902	-1	RP11-205M3.3
ENSG00000278584	4	169924288	169924339	-1	AC079768.1
ENSG00000251200	4	169945981	169963334	1	RP11-6E9.5
ENSG00000249955	4	169981747	169993806	1	RP11-6E9.4
ENSG00000198948	4	169986597	170033031	-1	MFAP3L
ENSG00000109576	4	170060222	170091699	-1	AADAT
ENSG00000248822	4	170099818	170100104	1	APOBEC3AP1
ENSG00000248739	4	170141292	170142532	-1	RP11-654F3.1
ENSG00000250266	4	170273919	170283079	1	RP11-789C1.1
ENSG00000251061	4	170343089	170372311	1	RP11-789C1.2
ENSG00000250082	4	170481695	170482195	-1	RP11-796L2.1
ENSG00000181359	4	170581470	170605450	-1	HSP90AA6P
ENSG00000250968	4	170742469	170743718	-1	RP11-322J23.1
ENSG00000249943	4	170814339	170814548	-1	RP11-213L8.1
ENSG00000251961	4	170891467	170891597	1	RNU6ATAC13P
ENSG00000248872	4	171040602	171059163	1	RP11-344G13.1
ENSG00000249525	4	171113789	171114581	1	RP11-344G13.2
ENSG00000248755	4	171169209	171169942	-1	RP11-384D10.1
ENSG00000278502	4	171186184	171186292	1	MIR6082
ENSG00000248339	4	171289475	171298267	-1	RP11-717H13.1
ENSG00000251176	4	171553000	171564267	-1	RP11-97E7.1
ENSG00000249297	4	171602683	171638763	-1	RP11-97E7.2
ENSG00000174473	4	171812254	173041559	1	GALNTL6
ENSG00000274774	4	172151696	172151790	1	AC024706.1
ENSG00000248637	4	172380028	172380487	-1	RP11-485C11.1
ENSG00000245213	4	173131928	173169652	-1	RP11-10K16.1
ENSG00000241652	4	173141643	173141938	1	RN7SL253P
ENSG00000109586	4	173168753	173323967	1	GALNT7
ENSG00000221296	4	173268160	173268233	1	MIR548T
ENSG00000248774	4	173322206	173329694	-1	RP11-798M19.3
ENSG00000164104	4	173331695	173335125	-1	HMGB2
ENSG00000272870	4	173363780	173370446	-1	RP11-798M19.6
ENSG00000164105	4	173369969	173377532	1	SAP30
ENSG00000164106	4	173384701	173406380	-1	SCRG1
ENSG00000242882	4	173419245	173420137	-1	RPL5P11
ENSG00000252898	4	173446603	173446704	-1	RNU6-1096P
ENSG00000261646	4	173467833	173470041	-1	RP11-489G11.3
ENSG00000164107	4	173524969	173530229	-1	HAND2
ENSG00000237125	4	173527270	173591324	1	HAND2-AS1
ENSG00000261672	4	173593672	173594556	1	RP11-475B2.1
ENSG00000234801	4	173615936	173616906	-1	MORF4
ENSG00000213370	4	173633728	173634371	-1	RANP6
ENSG00000250043	4	173877471	173913252	-1	RP11-161D15.2
ENSG00000250708	4	173897252	173929525	1	RP11-161D15.1
ENSG00000251216	4	173924207	173990861	-1	RP11-161D15.3
ENSG00000248174	4	174094660	174220398	-1	RP11-148L24.1
ENSG00000250957	4	174135055	174154637	-1	RP11-248N22.1
ENSG00000251213	4	174164441	174168913	-1	RP11-248N22.2
ENSG00000164117	4	174236658	174284264	-1	FBXO8
ENSG00000164118	4	174283677	174333380	1	CEP44
ENSG00000249875	4	174354854	174376445	-1	RP11-51M24.1
ENSG00000265846	4	174423795	174423864	1	MIR4276
ENSG00000164120	4	174490177	174523154	-1	HPGD
ENSG00000250596	4	174523701	174540344	-1	RP11-440I14.2
ENSG00000251584	4	174536640	174540784	1	RP11-440I14.3
ENSG00000250760	4	174539189	174540255	-1	RP11-440I14.4
ENSG00000145451	4	174636914	174829314	-1	GLRA3
ENSG00000168594	4	174829668	174978180	1	ADAM29
ENSG00000250200	4	174923813	174924038	-1	RP13-577H12.3
ENSG00000265493	4	174927307	174927391	-1	AC105914.1
ENSG00000250431	4	174977571	174979381	-1	RP13-577H12.2
ENSG00000249411	4	175017016	175019214	1	RP11-391J13.1
ENSG00000249284	4	175286605	175290767	1	RP11-287F9.1
ENSG00000248551	4	175346358	175403110	-1	RP11-287F9.2
ENSG00000249945	4	175458289	175466697	-1	RP11-598D14.1
ENSG00000251174	4	175494614	175496000	1	TSEN2P1
ENSG00000248574	4	175574868	175576140	1	ADAM20P2
ENSG00000150625	4	175632934	176002664	-1	GPM6A
ENSG00000249106	4	175790307	175812189	1	RP11-806K15.1
ENSG00000248249	4	175962061	175962485	1	RP11-598O12.1
ENSG00000250372	4	176012038	176014417	-1	MARK2P4
ENSG00000264130	4	176038083	176038188	-1	AC110794.1
ENSG00000150627	4	176065834	176182818	1	WDR17
ENSG00000201516	4	176098163	176098285	1	SNORA51
ENSG00000150628	4	176184638	176195671	-1	SPATA4
ENSG00000164122	4	176213673	176277571	-1	ASB5
ENSG00000248980	4	176308268	176320458	-1	RP11-87F15.2
ENSG00000129128	4	176319964	176332245	1	SPCS3
ENSG00000248480	4	176631392	176633231	-1	RP11-313E19.1
ENSG00000248388	4	176669621	176706145	1	RP11-313E19.2
ENSG00000150630	4	176683538	176792727	-1	VEGFC
ENSG00000249458	4	176866614	176875457	-1	RP11-624A4.1
ENSG00000250263	4	176875702	176880605	1	RP11-765K14.1
ENSG00000222859	4	177181442	177181741	1	RN7SKP136
ENSG00000249008	4	177242539	177248773	-1	RP11-487E13.1
ENSG00000109674	4	177309836	177362943	1	NEIL3
